month  ;gross_ret;  net_ret;turnover;turnover_limited
1978-02;-0.000124;-0.000324;0.332176;             0.2
1978-03; 0.054806; 0.054606;0.520844;             0.2
1978-04; 0.083041; 0.082841;0.801695;             0.2
1978-05; 0.049451; 0.049251;0.480131;             0.2
1978-06;-0.000041;-0.000241;0.211298;             0.2
1978-07; 0.063572; 0.063372;0.657759;             0.2
1978-08; 0.070721; 0.070521;0.814684;             0.2
1978-09;-0.009135;-0.009335;0.590727;             0.2
1978-10;-0.154387;-0.154587;0.470726;             0.2
1978-11; 0.040641; 0.040441;0.430723;             0.2
1978-12; 0.017849; 0.017649;0.653377;             0.2
1979-01; 0.067394; 0.067194;0.302195;             0.2
1979-02; -0.02409; -0.02429;0.692668;             0.2
1979-03; 0.070444; 0.070244;0.648483;             0.2
1979-04; 0.016164; 0.015964;0.405161;             0.2
1979-05;  -0.0129;  -0.0131;0.421496;             0.2
1979-06;  0.05458;  0.05438;0.653141;             0.2
1979-07; 0.033143; 0.032943;0.665434;             0.2
1979-08; 0.069649; 0.069449;0.841617;             0.2
1979-09;-0.002594;-0.002794;0.603786;             0.2
1979-10;-0.091717;-0.091917;0.625776;             0.2
1979-11;  0.07404;  0.07384; 0.92086;             0.2
1979-12; 0.042874; 0.042674;0.758474;             0.2
1980-01; 0.068858; 0.068658;0.600383;             0.2
1980-02;-0.015596;-0.015796;0.708576;             0.2
1980-03;-0.151628;-0.151828;0.855119;             0.2
1980-04; 0.062485; 0.062285;0.596036;             0.2
1980-05; 0.076417; 0.076217; 0.81916;             0.2
1980-06; 0.041799; 0.041599;0.799659;             0.2
1980-07; 0.089071; 0.088871;0.565332;             0.2
1980-08; 0.051825; 0.051625;0.673687;             0.2
1980-09; 0.031952; 0.031752;0.608294;             0.2
1980-10; 0.033522; 0.033322;0.576813;             0.2
1980-11; 0.083643; 0.083443; 0.58677;             0.2
1980-12;-0.030478;-0.030678;0.569654;             0.2
1981-01;-0.021952;-0.022152;0.530706;             0.2
1981-02; 0.017344; 0.017144;0.631217;             0.2
1981-03; 0.080316; 0.080116;0.682377;             0.2
1981-04; 0.019158; 0.018958;0.791131;             0.2
1981-05; 0.025995; 0.025795;0.729296;             0.2
1981-06;-0.014192;-0.014392;0.428857;             0.2
1981-07;-0.009682;-0.009882;0.781942;             0.2
1981-08;-0.065128;-0.065328;0.832393;             0.2
1981-09;-0.072852;-0.073052;0.615049;             0.2
1981-10; 0.074894; 0.074694;0.228031;             0.2
1981-11; 0.037069; 0.036869;0.542933;             0.2
1981-12;-0.022263;-0.022463;0.324462;             0.2
1982-01;-0.033384;-0.033584;0.666958;             0.2
1982-02;-0.039386;-0.039586;0.506641;             0.2
1982-03;-0.009012;-0.009212;0.660573;             0.2
1982-04; 0.050715; 0.050515;0.623039;             0.2
1982-05;-0.030918;-0.031118;0.345161;             0.2
1982-06;-0.024428;-0.024628;0.641285;             0.2
1982-07;-0.013935;-0.014135;0.575715;             0.2
1982-08; 0.098823; 0.098623;0.227106;             0.2
1982-09; 0.036338; 0.036138;0.473274;             0.2
1982-10; 0.132151; 0.131951;0.689106;             0.2
1982-11; 0.085203; 0.085003;0.460153;             0.2
1982-12; 0.009383; 0.009183;0.656755;             0.2
1983-01; 0.059935; 0.059735;0.863378;             0.2
1983-02; 0.040836; 0.040636; 0.30475;             0.2
1983-03; 0.039149; 0.038949;0.349247;             0.2
1983-04; 0.072761; 0.072561;0.336178;             0.2
1983-05; 0.035728; 0.035528;0.518613;             0.2
1983-06; 0.040879; 0.040679;0.670273;             0.2
1983-07;-0.035205;-0.035405;0.802513;             0.2
1983-08;-0.024078;-0.024278;0.460728;             0.2
1983-09;  0.02274;  0.02254;0.341297;             0.2
1983-10;-0.038615;-0.038815;0.411374;             0.2
1983-11; 0.039349; 0.039149;0.489816;             0.2
1983-12;-0.018899;-0.019099;0.282201;             0.2
1984-01;-0.006712;-0.006912;0.536007;             0.2
1984-02;-0.048203;-0.048403;0.393103;             0.2
1984-03; 0.007521; 0.007321;0.503037;             0.2
1984-04;-0.013463;-0.013663;0.347884;             0.2
1984-05;-0.051268;-0.051468;0.324665;             0.2
1984-06; 0.030507; 0.030308;   0.875;             0.2
1984-07;-0.038904;-0.039104;0.743698;             0.2
1984-08; 0.112805; 0.112605; 0.58206;             0.2
1984-09;-0.002688;-0.002888;0.218524;             0.2
1984-10;-0.011137;-0.011337;0.842556;             0.2
1984-11;-0.020598;-0.020798; 0.79635;             0.2
1984-12; 0.021099; 0.020899;0.430165;             0.2
1985-01; 0.099758; 0.099558;0.716274;             0.2
1985-02; 0.017783; 0.017583;0.473304;             0.2
1985-03;-0.009858;-0.010058;0.653483;             0.2
1985-04;-0.002652;-0.002852;0.671181;             0.2
1985-05; 0.046913; 0.046713;0.638016;             0.2
1985-06; 0.023184; 0.022984;0.487303;             0.2
1985-07; 0.009625; 0.009425;0.788363;             0.2
1985-08;-0.005158;-0.005358; 0.84338;             0.2
1985-09;-0.051131;-0.051331;0.754213;             0.2
1985-10;  0.04485;  0.04465;0.571461;             0.2
1985-11; 0.068147; 0.067947;0.676627;             0.2
1985-12; 0.040306; 0.040106;0.685607;             0.2
1986-01; 0.017343; 0.017143; 0.62474;             0.2
1986-02; 0.068796; 0.068596;0.713413;             0.2
1986-03; 0.054629; 0.054429;0.617684;             0.2
1986-04; 0.006001; 0.005801;0.297353;             0.2
1986-05; 0.039996; 0.039796;0.598418;             0.2
1986-06; 0.010933; 0.010733;0.625196;             0.2
1986-07; -0.07118; -0.07138;0.514138;             0.2
1986-08; 0.045726; 0.045526; 0.43142;             0.2
1986-09;-0.067693;-0.067893;0.547523;             0.2
1986-10; 0.045232; 0.045032;0.553821;             0.2
1986-11; 0.003517; 0.003317;0.983763;             0.2
1986-12; -0.03339; -0.03359; 0.72566;             0.2
1987-01; 0.120846; 0.120646;0.442891;             0.2
1987-02; 0.072767; 0.072567;0.696298;             0.2
1987-03; 0.021004; 0.020804;0.513089;             0.2
1987-04; -0.01712; -0.01732;0.813032;             0.2
1987-05;-0.000064;-0.000264;0.456836;             0.2
1987-06;   0.0261;   0.0259;0.501161;             0.2
1987-07; 0.039366; 0.039166;0.471542;             0.2
1987-08;  0.03014;  0.02994;0.742563;             0.2
1987-09;-0.020714;-0.020914;0.560308;             0.2
1987-10; -0.26588; -0.26608;0.815194;             0.2
1987-11;-0.058512;-0.058712;0.861449;             0.2
1987-12; 0.065365; 0.065165;0.469116;             0.2
1988-01; 0.053748; 0.053548;0.455947;             0.2
1988-02;  0.07495;  0.07475;0.855206;             0.2
1988-03; 0.017438; 0.017238;0.731287;             0.2
1988-04;  0.00919;  0.00899;0.753622;             0.2
1988-05; -0.00938; -0.00958; 0.64642;             0.2
1988-06; 0.056606; 0.056406;0.424347;             0.2
1988-07;-0.006524;-0.006724;0.500066;             0.2
1988-08;-0.023224;-0.023424;0.490449;             0.2
1988-09; 0.031299; 0.031099;0.389302;             0.2
1988-10; 0.003047; 0.002847;0.511467;             0.2
1988-11; -0.03445; -0.03465;0.768661;             0.2
1988-12; 0.027406; 0.027206;0.856547;             0.2
1989-01; 0.053813; 0.053613;     0.8;             0.2
1989-02;-0.009208;-0.009408;0.566704;             0.2
1989-03; 0.024815; 0.024615;0.326688;             0.2
1989-04; 0.041154; 0.040954;0.324715;             0.2
1989-05; 0.037175; 0.036975; 0.42222;             0.2
1989-06;-0.009154;-0.009354;0.737927;             0.2
1989-07; 0.038543; 0.038343;0.690903;             0.2
1989-08; 0.027899; 0.027699;0.709607;             0.2
1989-09;-0.006173;-0.006373;0.282397;             0.2
1989-10;-0.047244;-0.047444;0.454019;             0.2
1989-11; 0.002864; 0.002664;0.549308;             0.2
1989-12; 0.006889; 0.006689;0.679395;             0.2
1990-01;-0.068978;-0.069178; 0.50047;             0.2
1990-02; 0.018814; 0.018614;0.495811;             0.2
1990-03; 0.024615; 0.024415;0.414978;             0.2
